TX ID,Product,Quantity,Unit Price,Amount,Order Date,Ship Date,Customer Gender,Order Mode,Rating C,State,County,Days to Deliver,Weeknum,Gender Value
TX501236,Tank Tops,1,60.7,60.7,18-Feb-25,19-Feb-25,O,App,3,California,Santa Clara County,1,8,Other
TX501237,Pajama Sets,4,87.4,349.6,18-Feb-25,20-Feb-25,,App,4,California,Santa Clara County,2,8,Unknown
TX501238,Graphic Tees,7,44.5,311.5,18-Feb-25,22-Feb-25,F,Target.com,5,California,Stanislaus County,4,8,Female
TX501239,Sneakers,1,141,141,18-Feb-25,19-Feb-25,M,Partner App,5,California,Stanislaus County,1,8,Male
TX501240,Shorts,3,16.7,50.1,18-Feb-25,26-Feb-25,F,App,4,California,Tulare County,8,8,Female
TX501241,Tank Tops,2,77.5,155,18-Feb-25,19-Feb-25,,Target.com,5,California,Ventura County,1,8,Unknown
TX501242,Sneakers,2,163,326,18-Feb-25,24-Feb-25,F,Partner App,4,California,Alameda County,6,8,Female
TX501243,Graphic Tees,9,21.4,192.6,18-Feb-25,21-Feb-25,F,App,4,California,Butte County,3,8,Female
TX501244,Bikinis,11,31,341,18-Feb-25,20-Feb-25,F,Instagram,5,California,Contra Costa County,2,8,Female
TX501245,Hoodies & Sweatshirts,2,34.3,68.6,18-Feb-25,20-Feb-25,F,App,1,California,Contra Costa County,2,8,Female
TX501246,Pajama Sets,5,48.2,241,18-Feb-25,19-Feb-25,M,Website,3,California,Fresno County,1,8,Male
TX501247,Bikinis,1,51.4,51.4,18-Feb-25,19-Feb-25,M,App,4,California,Los Angeles County,1,8,Male
TX501248,Sneakers,5,117.2,586,18-Feb-25,21-Feb-25,F,Partner App,2,California,Los Angeles County,3,8,Female
TX501249,T-Shirts,1,38.1,38.1,18-Feb-25,18-Feb-25,M,Partner App,3,California,Los Angeles County,0,8,Male
TX501250,Shorts,2,44.1,88.2,18-Feb-25,20-Feb-25,F,Target.com,4,California,Los Angeles County,2,8,Female
TX501251,Crop Tops,4,80.5,322,18-Feb-25,23-Feb-25,M,App,4,California,Los Angeles County,5,8,Male
TX501252,Leggings,4,33.6,134.4,18-Feb-25,23-Feb-25,,App,5,California,Los Angeles County,5,8,Unknown
TX501253,Sundresses,9,41.8,376.2,18-Feb-25,19-Feb-25,F,App,3,California,Los Angeles County,1,8,Female
TX501254,Tank Tops,2,106.2,212.4,18-Feb-25,18-Feb-25,F,Partner App,5,California,Los Angeles County,0,8,Female
TX501255,Tank Tops,2,52.6,105.2,18-Feb-25,19-Feb-25,F,App,5,California,Placer County,1,8,Female
TX501256,Maxi Dresses,7,68.5,479.5,18-Feb-25,19-Feb-25,F,Website,4,California,Placer County,1,8,Female
TX501257,Tank Tops,2,55.6,111.2,18-Feb-25,20-Feb-25,M,Website,5,California,Sacramento County,2,8,Male
TX501258,Sneakers,3,134.9,404.7,18-Feb-25,19-Feb-25,M,Website,3,California,Sacramento County,1,8,Male
TX501259,Bikinis,5,42.6,213,18-Feb-25,19-Feb-25,M,App,4,California,Sacramento County,1,8,Male
TX501260,Hoodies & Sweatshirts,5,60.6,303,18-Feb-25,20-Feb-25,M,Partner App,4,California,Sacramento County,2,8,Male
TX501261,T-Shirts,2,43.5,87,18-Feb-25,19-Feb-25,M,Partner App,4,California,San Bernardino County,1,8,Male
TX501262,Sneakers,2,187.1,374.2,18-Feb-25,19-Feb-25,M,Website,5,California,San Diego County,1,8,Male
TX501263,Sundresses,3,32,96,18-Feb-25,20-Feb-25,M,App,4,California,San Diego County,2,8,Male
TX501264,Sundresses,2,110.8,221.6,18-Feb-25,18-Feb-25,M,App,5,California,San Diego County,0,8,Male
TX501265,Bikinis,13,36.1,469.3,18-Feb-25,21-Feb-25,F,App,3,California,San Diego County,3,8,Female
TX501266,Shorts,1,24.1,24.1,18-Feb-25,20-Feb-25,F,Partner App,5,California,San Diego County,2,8,Female
TX501267,Jewelry,3,30.5,91.5,18-Feb-25,20-Feb-25,M,Website,4,California,San Diego County,2,8,Male
TX501268,Leggings,6,68.3,409.8,18-Feb-25,21-Feb-25,M,App,4,California,San Diego County,3,8,Male
TX501269,Hoodies & Sweatshirts,3,43.3,129.9,18-Feb-25,22-Feb-25,F,App,4,California,San Francisco,4,8,Female
TX501270,Workout Tops,1,101.7,101.7,18-Feb-25,21-Feb-25,F,App,3,California,San Francisco,3,8,Female
TX501271,Maxi Dresses,2,54.2,108.4,18-Feb-25,19-Feb-25,F,App,3,California,San Francisco,1,8,Female
TX501272,Sunglasses,2,51,102,18-Feb-25,18-Feb-25,M,Website,4,California,San Joaquin County,0,8,Male
TX501273,Graphic Tees,2,23.1,46.2,18-Feb-25,21-Feb-25,M,Website,4,California,Santa Barbara County,3,8,Male
TX501274,Casual Dresses,6,60.1,360.6,18-Feb-25,18-Feb-25,F,Instagram,4,California,Santa Clara County,0,8,Female
TX501275,Sneakers,7,87.5,612.5,18-Feb-25,20-Feb-25,F,App,3,California,Santa Clara County,2,8,Female
TX501276,Tank Tops,3,51,153,18-Feb-25,19-Feb-25,F,Website,4,California,Santa Clara County,1,8,Female
TX501277,T-Shirts,4,19.2,76.8,18-Feb-25,20-Feb-25,F,App,4,California,Santa Clara County,2,8,Female
TX501278,Sandals,8,26.5,212,18-Feb-25,19-Feb-25,,Instagram,5,California,Santa Clara County,1,8,Unknown
TX501279,Sneakers,2,220.3,440.6,18-Feb-25,19-Feb-25,F,Website,2,California,Shasta County,1,8,Female
TX501280,T-Shirts,3,45.7,137.1,18-Feb-25,19-Feb-25,F,Partner App,4,California,Siskiyou County,1,8,Female
TX501281,Sandals,5,47.1,235.5,18-Feb-25,22-Feb-25,F,Instagram,4,California,Ventura County,4,8,Female
TX501282,Tank Tops,5,81.7,408.5,18-Feb-25,19-Feb-25,F,App,5,California,Alameda County,1,8,Female
TX501283,Jeans,10,97.8,978,18-Feb-25,18-Feb-25,M,Website,3,California,Alameda County,0,8,Male
TX501284,Jeans,3,42.4,127.2,18-Feb-25,19-Feb-25,F,App,5,California,Colusa County,1,8,Female
TX501285,Sneakers,10,74.5,745,18-Feb-25,19-Feb-25,M,Target.com,3,California,Contra Costa County,1,8,Male
TX501286,Pajama Sets,6,47.4,284.4,18-Feb-25,19-Feb-25,M,Website,4,California,Contra Costa County,1,8,Male
TX501287,Baseball Caps,3,17.3,51.9,19-Feb-25,22-Feb-25,M,Target.com,5,California,Contra Costa County,3,8,Male
TX501288,Casual Dresses,4,77.9,311.6,19-Feb-25,20-Feb-25,M,Website,4,California,Fresno County,1,8,Male
TX501289,T-Shirts,1,29.1,29.1,19-Feb-25,22-Feb-25,M,App,5,California,Lake County,3,8,Male
TX501290,T-Shirts,1,49,49,19-Feb-25,20-Feb-25,M,Website,4,California,Los Angeles County,1,8,Male
TX501291,T-Shirts,6,21.1,126.6,19-Feb-25,26-Feb-25,M,App,5,California,Los Angeles County,7,8,Male
TX501292,Graphic Tees,19,36.9,701.1,19-Feb-25,19-Feb-25,F,App,4,California,Los Angeles County,0,8,Female
TX501293,Tank Tops,10,92.6,926,19-Feb-25,24-Feb-25,M,Partner App,5,California,Los Angeles County,5,8,Male
TX501294,Bikinis,2,38,76,19-Feb-25,20-Feb-25,M,Website,3,California,Los Angeles County,1,8,Male
TX501295,Sandals,3,54.8,164.4,19-Feb-25,23-Feb-25,,App,3,California,Los Angeles County,4,8,Unknown
TX501296,Bikinis,12,56.8,681.6,19-Feb-25,21-Feb-25,M,Website,4,California,Los Angeles County,2,8,Male
TX501297,Maxi Dresses,33,47.2,1557.6,19-Feb-25,22-Feb-25,F,Website,4,California,Los Angeles County,3,8,Female
TX501298,Hoodies & Sweatshirts,6,45.1,270.6,19-Feb-25,20-Feb-25,F,Target.com,4,California,Marin County,1,8,Female
TX501299,Graphic Tees,12,25.2,302.4,19-Feb-25,24-Feb-25,F,Target.com,4,California,Napa County,5,8,Female
TX501300,T-Shirts,1,22,22,19-Feb-25,20-Feb-25,F,App,4,California,Placer County,1,8,Female
TX501301,Jeans,2,42.2,84.4,19-Feb-25,20-Feb-25,F,Website,3,California,Riverside County,1,8,Female
TX501302,Tote Bags,3,20.5,61.5,19-Feb-25,20-Feb-25,M,App,3,California,Sacramento County,1,8,Male
TX501303,Sneakers,1,190.4,190.4,19-Feb-25,24-Feb-25,M,Website,2,California,Sacramento County,5,8,Male
TX501304,Sneakers,1,121.9,121.9,19-Feb-25,21-Feb-25,F,Website,5,California,Sacramento County,2,8,Female
TX501305,Sneakers,6,149.2,895.2,19-Feb-25,20-Feb-25,F,Target.com,5,California,San Bernardino County,1,8,Female
TX501306,Sneakers,1,54.1,54.1,19-Feb-25,28-Feb-25,F,Target.com,5,California,San Bernardino County,9,8,Female
TX501307,Sandals,2,27.4,54.8,19-Feb-25,21-Feb-25,M,Website,4,California,San Diego County,2,8,Male
TX501308,Shorts,13,30.4,395.2,19-Feb-25,20-Feb-25,F,App,5,California,San Diego County,1,8,Female
TX501309,Casual Dresses,3,46.2,138.6,19-Feb-25,21-Feb-25,M,Target.com,3,California,San Francisco,2,8,Male
TX501310,Hoodies & Sweatshirts,8,78.6,628.8,19-Feb-25,23-Feb-25,M,Instagram,4,California,San Francisco,4,8,Male
TX501311,Pajama Sets,10,25.9,259,19-Feb-25,25-Feb-25,M,Partner App,4,California,San Mateo County,6,8,Male
TX501312,Jeans,1,134.8,134.8,19-Feb-25,21-Feb-25,M,Target.com,5,California,San Mateo County,2,8,Male
TX501313,Crop Tops,5,43.1,215.5,19-Feb-25,21-Feb-25,F,App,4,California,Santa Clara County,2,8,Female
TX501314,Sneakers,2,215.6,431.2,19-Feb-25,20-Feb-25,F,Target.com,4,California,Sonoma County,1,8,Female
TX501315,Jeans,2,80.7,161.4,19-Feb-25,22-Feb-25,F,Instagram,4,California,Sonoma County,3,8,Female
TX501316,Bikinis,7,20.6,144.2,19-Feb-25,24-Feb-25,,Target.com,3,California,Stanislaus County,5,8,Unknown
TX501317,Casual Dresses,3,37.1,111.3,19-Feb-25,20-Feb-25,F,App,4,California,Tuolumne County,1,8,Female
TX501318,Casual Dresses,1,104.8,104.8,20-Feb-25,22-Feb-25,F,App,4,California,Ventura County,2,8,Female
TX501319,T-Shirts,2,59,118,20-Feb-25,21-Feb-25,M,Website,4,California,Alameda County,1,8,Male
TX501320,T-Shirts,2,32.3,64.6,20-Feb-25,21-Feb-25,M,App,5,California,Alameda County,1,8,Male
TX501321,T-Shirts,4,28.9,115.6,20-Feb-25,27-Feb-25,M,App,4,California,Contra Costa County,7,8,Male
TX501322,Shorts,2,29.6,59.2,20-Feb-25,22-Feb-25,M,App,4,California,Contra Costa County,2,8,Male
TX501323,Shorts,5,29.4,147,20-Feb-25,23-Feb-25,F,App,4,California,Contra Costa County,3,8,Female
TX501324,Tank Tops,2,40.6,81.2,20-Feb-25,21-Feb-25,M,App,2,California,Fresno County,1,8,Male
TX501325,Shorts,3,32.5,97.5,20-Feb-25,21-Feb-25,M,Instagram,5,California,Kern County,1,8,Male
TX501326,Crop Tops,1,26.2,26.2,20-Feb-25,22-Feb-25,M,Target.com,4,California,Lassen County,2,8,Male
TX501327,Bikinis,30,44,1320,20-Feb-25,26-Feb-25,M,Partner App,4,California,Los Angeles County,6,8,Male
TX501328,Hoodies & Sweatshirts,4,65.6,262.4,20-Feb-25,21-Feb-25,F,Website,3,California,Los Angeles County,1,8,Female
TX501329,Sandals,12,32.6,391.2,20-Feb-25,21-Feb-25,M,Partner App,4,California,Los Angeles County,1,8,Male
TX501330,Sunglasses,2,88.7,177.4,20-Feb-25,21-Feb-25,,Instagram,5,California,Los Angeles County,1,8,Unknown
TX501331,Graphic Tees,2,21.3,42.6,20-Feb-25,21-Feb-25,M,App,4,California,Los Angeles County,1,8,Male
TX501332,Graphic Tees,6,50.6,303.6,20-Feb-25,24-Feb-25,F,Target.com,4,California,Los Angeles County,4,8,Female
TX501333,Sundresses,21,86.9,1824.9,20-Feb-25,23-Feb-25,F,App,3,California,Los Angeles County,3,8,Female
TX501334,Maxi Dresses,3,31.8,95.4,20-Feb-25,22-Feb-25,M,App,5,California,Los Angeles County,2,8,Male
TX501335,T-Shirts,1,19,19,20-Feb-25,21-Feb-25,F,App,5,California,Los Angeles County,1,8,Female
TX501336,Sandals,1,54.5,54.5,20-Feb-25,22-Feb-25,M,App,4,California,Los Angeles County,2,8,Male
TX501337,Sundresses,5,68.9,344.5,20-Feb-25,22-Feb-25,M,Partner App,3,California,Los Angeles County,2,8,Male
TX501338,Jeans,3,84,252,20-Feb-25,21-Feb-25,M,Website,2,California,Napa County,1,8,Male
TX501339,Crop Tops,8,23.1,184.8,20-Feb-25,25-Feb-25,M,App,5,California,Riverside County,5,8,Male
TX501340,Hoodies & Sweatshirts,2,62.4,124.8,20-Feb-25,21-Feb-25,F,App,3,California,Sacramento County,1,8,Female
TX501341,Jeans,12,40.7,488.4,20-Feb-25,22-Feb-25,M,Website,5,California,Sacramento County,2,8,Male
TX501342,Jeans,1,49.6,49.6,20-Feb-25,23-Feb-25,M,Target.com,4,California,San Bernardino County,3,8,Male
TX501343,Hoodies & Sweatshirts,45,66.6,2997,20-Feb-25,23-Feb-25,M,Target.com,4,California,San Diego County,3,8,Male
TX501344,T-Shirts,3,26.4,79.2,20-Feb-25,21-Feb-25,F,Website,3,California,San Diego County,1,8,Female
TX501345,Shorts,2,17.2,34.4,20-Feb-25,23-Feb-25,M,Target.com,3,California,San Diego County,3,8,Male
TX501346,Sandals,8,58.1,464.8,20-Feb-25,23-Feb-25,F,Partner App,4,California,San Diego County,3,8,Female
TX501347,Crop Tops,4,31.5,126,20-Feb-25,23-Feb-25,F,Partner App,2,California,San Diego County,3,8,Female
TX501348,Shorts,1,27.1,27.1,20-Feb-25,22-Feb-25,F,App,3,California,San Francisco,2,8,Female
TX501349,Leggings,4,28.5,114,20-Feb-25,22-Feb-25,M,Website,5,California,San Mateo County,2,8,Male
TX501350,Bikinis,1,40.5,40.5,21-Feb-25,23-Feb-25,O,Target.com,4,California,San Mateo County,2,8,Other
TX501351,Sneakers,3,77.9,233.7,21-Feb-25,25-Feb-25,F,Website,5,California,Stanislaus County,4,8,Female
TX501352,Leggings,4,37.1,148.4,21-Feb-25,23-Feb-25,M,Partner App,5,California,Stanislaus County,2,8,Male
TX501353,Sunglasses,3,51.6,154.8,21-Feb-25,1-Mar-25,F,App,2,California,Stanislaus County,8,8,Female
TX501354,Hoodies & Sweatshirts,3,98,294,21-Feb-25,22-Feb-25,M,Website,3,California,Stanislaus County,1,8,Male
TX501355,Jeans,7,41.4,289.8,21-Feb-25,22-Feb-25,M,Website,4,California,Tulare County,1,8,Male
TX501356,Maxi Dresses,8,34,272,21-Feb-25,26-Feb-25,F,App,5,California,Tuolumne County,5,8,Female
TX501357,Jeans,1,66.3,66.3,21-Feb-25,22-Feb-25,F,Website,4,California,Ventura County,1,8,Female
TX501358,Hoodies & Sweatshirts,1,33.5,33.5,21-Feb-25,25-Feb-25,M,Target.com,4,California,Ventura County,4,8,Male
TX501359,Casual Dresses,2,70.8,141.6,21-Feb-25,22-Feb-25,,App,4,California,Yolo County,1,8,Unknown
TX501360,Jeans,2,127.6,255.2,21-Feb-25,22-Feb-25,M,App,4,California,Alameda County,1,8,Male
TX501361,Jeans,3,95.9,287.7,21-Feb-25,22-Feb-25,F,Website,3,California,Alameda County,1,8,Female
TX501362,Sneakers,2,78.1,156.2,21-Feb-25,22-Feb-25,M,App,4,California,Contra Costa County,1,8,Male
TX501363,Tote Bags,2,43.2,86.4,21-Feb-25,22-Feb-25,,Website,3,California,Contra Costa County,1,8,Unknown
TX501364,T-Shirts,4,28.4,113.6,21-Feb-25,27-Feb-25,M,Target.com,4,California,Los Angeles County,6,8,Male
TX501365,Sneakers,2,81.7,163.4,21-Feb-25,21-Feb-25,M,App,4,California,Los Angeles County,0,8,Male
TX501366,Leggings,2,56.7,113.4,21-Feb-25,23-Feb-25,,App,5,California,Los Angeles County,2,8,Unknown
TX501367,Workout Tops,4,66.5,266,21-Feb-25,21-Feb-25,F,App,5,California,Los Angeles County,0,8,Female
TX501368,Tank Tops,2,105.3,210.6,21-Feb-25,25-Feb-25,M,App,3,California,Los Angeles County,4,8,Male
TX501369,Bikinis,5,33.8,169,21-Feb-25,26-Feb-25,M,App,4,California,Los Angeles County,5,8,Male
TX501370,Jeans,3,63.4,190.2,21-Feb-25,26-Feb-25,M,Instagram,3,California,Merced County,5,8,Male
TX501371,Jeans,3,49,147,21-Feb-25,25-Feb-25,M,Instagram,4,California,Monterey County,4,8,Male
TX501372,Tank Tops,2,40,80,21-Feb-25,22-Feb-25,F,Partner App,3,California,Riverside County,1,8,Female
TX501373,Jeans,4,86.3,345.2,21-Feb-25,22-Feb-25,O,App,4,California,Sacramento County,1,8,Other
TX501374,Jeans,1,51.6,51.6,21-Feb-25,23-Feb-25,F,Target.com,5,California,Sacramento County,2,8,Female
TX501375,Bikinis,3,26.7,80.1,21-Feb-25,26-Feb-25,F,Target.com,3,California,Sacramento County,5,8,Female
TX501376,Leggings,2,68.1,136.2,21-Feb-25,22-Feb-25,M,App,3,California,Sacramento County,1,8,Male
TX501377,Tank Tops,1,81.7,81.7,21-Feb-25,22-Feb-25,M,App,4,California,San Bernardino County,1,8,Male
TX501378,Leggings,10,25.1,251,21-Feb-25,24-Feb-25,M,Instagram,3,California,San Diego County,3,8,Male
TX501379,T-Shirts,1,20.2,20.2,21-Feb-25,25-Feb-25,F,App,4,California,San Diego County,4,8,Female
TX501380,T-Shirts,3,15.4,46.2,21-Feb-25,22-Feb-25,M,Website,5,California,San Diego County,1,8,Male
TX501381,Bikinis,1,59.2,59.2,21-Feb-25,22-Feb-25,M,Target.com,5,California,San Francisco,1,8,Male
TX501382,Shorts,1,46.7,46.7,21-Feb-25,26-Feb-25,M,App,4,California,San Francisco,5,8,Male
TX501383,Jeans,15,41.6,624,21-Feb-25,23-Feb-25,M,Website,4,California,San Joaquin County,2,8,Male
TX501384,T-Shirts,2,19.2,38.4,21-Feb-25,24-Feb-25,M,Partner App,5,California,San Mateo County,3,8,Male
TX501385,Pajama Sets,7,41.8,292.6,21-Feb-25,23-Feb-25,F,Target.com,4,California,Santa Clara County,2,8,Female
TX501386,T-Shirts,6,37.4,224.4,21-Feb-25,23-Feb-25,M,App,5,California,Santa Clara County,2,8,Male
TX501387,Bikinis,3,60.2,180.6,21-Feb-25,24-Feb-25,M,Partner App,3,California,Solano County,3,8,Male
TX501388,Sundresses,2,91.5,183,22-Feb-25,23-Feb-25,M,App,4,California,Ventura County,1,8,Male
TX501389,Workout Tops,5,55.7,278.5,22-Feb-25,24-Feb-25,,Website,5,California,Alameda County,2,8,Unknown
TX501390,Hoodies & Sweatshirts,2,76.7,153.4,22-Feb-25,24-Feb-25,M,App,3,California,Alameda County,2,8,Male
TX501391,T-Shirts,21,28.2,592.2,22-Feb-25,27-Feb-25,M,Target.com,4,California,Contra Costa County,5,8,Male
TX501392,Hoodies & Sweatshirts,5,93.2,466,22-Feb-25,24-Feb-25,F,Partner App,5,California,Contra Costa County,2,8,Female
TX501393,Pajama Sets,1,33.3,33.3,22-Feb-25,23-Feb-25,M,Partner App,4,California,Fresno County,1,8,Male
TX501394,Bikinis,2,39.1,78.2,22-Feb-25,25-Feb-25,M,App,4,California,Humboldt County,3,8,Male
TX501395,Hoodies & Sweatshirts,12,45.3,543.6,22-Feb-25,23-Feb-25,M,Target.com,4,California,Imperial County,1,8,Male
TX501396,Sundresses,7,33.9,237.3,22-Feb-25,23-Feb-25,M,Partner App,4,California,Imperial County,1,8,Male
TX501397,T-Shirts,3,19,57,22-Feb-25,23-Feb-25,M,App,5,California,Inyo County,1,8,Male
TX501398,Graphic Tees,1,41.9,41.9,22-Feb-25,25-Feb-25,F,Target.com,4,California,Kern County,3,8,Female
TX501399,Tank Tops,4,37.5,150,22-Feb-25,22-Feb-25,F,App,4,California,Los Angeles County,0,8,Female
TX501400,Shorts,2,40.8,81.6,22-Feb-25,25-Feb-25,M,App,4,California,Los Angeles County,3,8,Male
TX501401,Shorts,4,23.1,92.4,22-Feb-25,23-Feb-25,F,Partner App,4,California,Los Angeles County,1,8,Female
TX501402,T-Shirts,5,39.3,196.5,22-Feb-25,23-Feb-25,F,App,4,California,Los Angeles County,1,8,Female
TX501403,Sneakers,4,85.2,340.8,22-Feb-25,27-Feb-25,M,Target.com,4,California,Los Angeles County,5,8,Male
TX501404,T-Shirts,6,16,96,22-Feb-25,25-Feb-25,M,Website,4,California,Los Angeles County,3,8,Male
TX501405,Tank Tops,2,33.8,67.6,22-Feb-25,26-Feb-25,F,Website,4,California,Los Angeles County,4,8,Female
TX501406,Workout Tops,1,70,70,22-Feb-25,23-Feb-25,F,App,4,California,Los Angeles County,1,8,Female
TX501407,Sundresses,1,88,88,22-Feb-25,27-Feb-25,F,Instagram,4,California,Los Angeles County,5,8,Female
TX501408,Sneakers,3,74.1,222.3,22-Feb-25,22-Feb-25,M,Partner App,3,California,Los Angeles County,0,8,Male
TX501409,Sneakers,1,161.9,161.9,22-Feb-25,24-Feb-25,M,Target.com,4,California,Los Angeles County,2,8,Male
TX501410,Graphic Tees,2,44,88,22-Feb-25,23-Feb-25,O,Partner App,3,California,Los Angeles County,1,8,Other
TX501411,Maxi Dresses,1,32.1,32.1,22-Feb-25,22-Feb-25,F,Instagram,1,California,Los Angeles County,0,8,Female
TX501412,Sneakers,4,104.8,419.2,23-Feb-25,25-Feb-25,O,App,4,California,Los Angeles County,2,9,Other
TX501413,Sundresses,6,67.4,404.4,23-Feb-25,24-Feb-25,F,Instagram,4,California,Los Angeles County,1,9,Female
TX501414,Jeans,2,115.2,230.4,23-Feb-25,24-Feb-25,F,Website,4,California,Nevada County,1,9,Female
TX501415,T-Shirts,29,15.5,449.5,23-Feb-25,25-Feb-25,F,App,3,California,Riverside County,2,9,Female
TX501416,Jeans,11,66.4,730.4,23-Feb-25,25-Feb-25,F,App,4,California,Sacramento County,2,9,Female
TX501417,Sundresses,12,68.1,817.2,23-Feb-25,24-Feb-25,F,Target.com,4,California,San Diego County,1,9,Female
TX501418,T-Shirts,5,32.5,162.5,23-Feb-25,27-Feb-25,M,Target.com,3,California,San Diego County,4,9,Male
TX501419,Crop Tops,3,61.2,183.6,23-Feb-25,25-Feb-25,F,Website,3,California,San Diego County,2,9,Female
TX501420,Sundresses,2,54.2,108.4,23-Feb-25,24-Feb-25,F,Website,4,California,San Diego County,1,9,Female
TX501421,Maxi Dresses,8,28.7,229.6,23-Feb-25,25-Feb-25,M,Website,4,California,San Mateo County,2,9,Male
TX501422,Casual Dresses,6,38.2,229.2,23-Feb-25,27-Feb-25,F,App,3,California,San Mateo County,4,9,Female
TX501423,T-Shirts,12,17.6,211.2,23-Feb-25,24-Feb-25,F,Target.com,3,California,San Mateo County,1,9,Female
TX501424,Bikinis,3,74.6,223.8,23-Feb-25,23-Feb-25,F,Target.com,4,California,Santa Clara County,0,9,Female
TX501425,Sunglasses,15,72.6,1089,23-Feb-25,23-Feb-25,,Website,3,California,Santa Clara County,0,9,Unknown
TX501426,Hoodies & Sweatshirts,1,62.3,62.3,23-Feb-25,24-Feb-25,F,Website,4,California,Santa Clara County,1,9,Female
TX501427,Workout Tops,3,33.8,101.4,23-Feb-25,25-Feb-25,M,App,5,California,Tulare County,2,9,Male
TX501428,Sundresses,1,85.7,85.7,23-Feb-25,26-Feb-25,M,Instagram,3,California,Alameda County,3,9,Male
TX501429,Jeans,2,92.1,184.2,23-Feb-25,25-Feb-25,M,Website,4,California,Alameda County,2,9,Male
TX501430,Sunglasses,3,65.1,195.3,23-Feb-25,26-Feb-25,M,App,4,California,Contra Costa County,3,9,Male
TX501431,Sundresses,7,20.3,142.1,23-Feb-25,24-Feb-25,F,Target.com,5,California,Fresno County,1,9,Female
TX501432,Jewelry,2,29.8,59.6,23-Feb-25,25-Feb-25,F,Website,5,California,Kings County,2,9,Female
TX501433,Shorts,2,24.2,48.4,23-Feb-25,25-Feb-25,F,Instagram,5,California,Los Angeles County,2,9,Female
TX501434,Workout Tops,1,57.3,57.3,23-Feb-25,25-Feb-25,M,App,4,California,Los Angeles County,2,9,Male
TX501435,Sneakers,1,108.9,108.9,23-Feb-25,25-Feb-25,F,Website,4,California,Los Angeles County,2,9,Female
TX501436,Hoodies & Sweatshirts,5,50.7,253.5,23-Feb-25,24-Feb-25,F,App,4,California,Los Angeles County,1,9,Female
TX501437,Hoodies & Sweatshirts,9,66.1,594.9,23-Feb-25,9-Mar-25,F,Website,4,California,Los Angeles County,14,9,Female
TX501438,Casual Dresses,5,36.7,183.5,23-Feb-25,27-Feb-25,F,Partner App,4,California,Los Angeles County,4,9,Female
TX501439,T-Shirts,17,19.3,328.1,23-Feb-25,25-Feb-25,M,App,4,California,Marin County,2,9,Male
TX501440,T-Shirts,4,20.7,82.8,23-Feb-25,24-Feb-25,M,Website,5,California,Sacramento County,1,9,Male
TX501441,Sandals,3,54.7,164.1,23-Feb-25,23-Feb-25,O,Website,2,California,Sacramento County,0,9,Other
TX501442,Graphic Tees,2,19.8,39.6,23-Feb-25,27-Feb-25,F,Partner App,3,California,San Diego County,4,9,Female
TX501443,Hoodies & Sweatshirts,1,41.1,41.1,23-Feb-25,25-Feb-25,F,App,5,California,San Diego County,2,9,Female
TX501444,Maxi Dresses,8,43.5,348,23-Feb-25,27-Feb-25,F,Instagram,4,California,San Diego County,4,9,Female
TX501445,T-Shirts,14,19,266,23-Feb-25,24-Feb-25,M,App,4,California,San Joaquin County,1,9,Male
TX501446,Sneakers,4,51.4,205.6,23-Feb-25,23-Feb-25,F,App,4,California,San Joaquin County,0,9,Female
TX501447,Bikinis,2,39.8,79.6,23-Feb-25,26-Feb-25,M,Instagram,3,California,Ventura County,3,9,Male
TX501448,Jeans,5,61,305,23-Feb-25,24-Feb-25,,App,5,California,Alameda County,1,9,Unknown
TX501449,T-Shirts,11,15.1,166.1,24-Feb-25,1-Mar-25,M,Instagram,5,California,Fresno County,5,9,Male
TX501450,Tank Tops,7,71.3,499.1,24-Feb-25,25-Feb-25,M,Partner App,4,California,Los Angeles County,1,9,Male
TX501451,Bikinis,1,25.8,25.8,24-Feb-25,26-Feb-25,F,App,5,California,Los Angeles County,2,9,Female
TX501452,T-Shirts,5,39.6,198,24-Feb-25,26-Feb-25,M,Website,5,California,Los Angeles County,2,9,Male
TX501453,Sandals,2,64,128,24-Feb-25,24-Feb-25,M,Website,3,California,Los Angeles County,0,9,Male
TX501454,T-Shirts,2,30.6,61.2,24-Feb-25,27-Feb-25,M,App,5,California,Los Angeles County,3,9,Male
TX501455,T-Shirts,2,21.3,42.6,24-Feb-25,25-Feb-25,M,App,3,California,Los Angeles County,1,9,Male
TX501456,Hoodies & Sweatshirts,1,40.8,40.8,24-Feb-25,26-Feb-25,F,Partner App,4,California,Los Angeles County,2,9,Female
TX501457,Sundresses,4,27.7,110.8,24-Feb-25,25-Feb-25,F,App,3,California,Los Angeles County,1,9,Female
TX501458,Jeans,2,64.6,129.2,24-Feb-25,25-Feb-25,M,App,3,California,Los Angeles County,1,9,Male
TX501459,Jeans,16,91.1,1457.6,24-Feb-25,25-Feb-25,F,Website,5,California,Los Angeles County,1,9,Female
TX501460,Tank Tops,1,39.5,39.5,24-Feb-25,4-Mar-25,F,App,4,California,Los Angeles County,8,9,Female
TX501461,Sundresses,2,21.8,43.6,24-Feb-25,28-Feb-25,M,Partner App,5,California,Los Angeles County,4,9,Male
TX501462,T-Shirts,2,51,102,24-Feb-25,27-Feb-25,M,Instagram,5,California,Los Angeles County,3,9,Male
TX501463,Sneakers,1,92.6,92.6,24-Feb-25,27-Feb-25,F,App,5,California,Plumas County,3,9,Female
